ID	GO
GBJ002_00464	GO:0043190
GBJ002_00468	GO:0008428
GBJ002_00468	GO:0008948
GBJ002_00468	GO:0046872
GBJ002_00468	GO:0047443
GBJ002_00468	GO:0051252
GBJ002_00472	GO:0008782
GBJ002_00472	GO:0008930
GBJ002_00472	GO:0009164
GBJ002_00472	GO:0019509
GBJ002_00473	GO:0002161
GBJ002_00473	GO:0043039
GBJ002_00474	GO:0004821
GBJ002_00474	GO:0005524
GBJ002_00474	GO:0005737
GBJ002_00474	GO:0006427
GBJ002_00474	GO:0016740
GBJ002_00491	GO:0008253
GBJ002_00505	GO:0004830
GBJ002_00505	GO:0006436
GBJ002_00506	GO:0005515
GBJ002_00506	GO:0008299
GBJ002_00506	GO:0030145
GBJ002_00506	GO:0030604
GBJ002_00506	GO:0046872
GBJ002_00506	GO:0051484
GBJ002_00506	GO:0070402
GBJ002_00519	GO:0005886
GBJ002_00529	GO:0009255
GBJ002_00529	GO:0019521
GBJ002_00529	GO:0046316
GBJ002_00530	GO:0004801
GBJ002_00530	GO:0005737
GBJ002_00530	GO:0005975
GBJ002_00530	GO:0006098
GBJ002_00530	GO:0016832
GBJ002_00531	GO:0006098
GBJ002_00531	GO:0016616
GBJ002_00532	GO:0004802
GBJ002_00533	GO:0004345
GBJ002_00533	GO:0006006
GBJ002_00533	GO:0006098
GBJ002_00533	GO:0016614
GBJ002_00533	GO:0050661
GBJ002_00542	GO:0005737
GBJ002_00542	GO:0045892
GBJ002_00545	GO:0000166
GBJ002_00564	GO:0003677
GBJ002_00564	GO:0005737
GBJ002_00564	GO:0006352
GBJ002_00564	GO:0016987
GBJ002_00573	GO:0016661
GBJ002_00573	GO:0051536
GBJ002_00575	GO:0008800
GBJ002_00587	GO:0046872
GBJ002_00587	GO:0102007
GBJ002_00587	GO:1901335
GBJ002_00595	GO:0016811
GBJ002_00595	GO:0019213
GBJ002_00595	GO:0046872
GBJ002_00611	GO:0004519
GBJ002_00611	GO:0006259
GBJ002_00611	GO:0016887
GBJ002_00611	GO:0030983
GBJ002_00611	GO:0045910
GBJ002_00615	GO:0004222
GBJ002_00615	GO:0006508
GBJ002_00619	GO:0005886
GBJ002_00619	GO:0016036
GBJ002_00631	GO:0000287
GBJ002_00631	GO:0005524
GBJ002_00631	GO:0070733
GBJ002_00645	GO:0016765
GBJ002_00646	GO:0008080
GBJ002_00646	GO:0009058
GBJ002_00647	GO:0016758
GBJ002_00649	GO:0003824
GBJ002_00666	GO:0009243
GBJ002_00666	GO:0047733
GBJ002_00678	GO:0005524
GBJ002_00678	GO:0016887
GBJ002_00701	GO:0010181
GBJ002_00707	GO:0004757
GBJ002_00707	GO:0005737
GBJ002_00707	GO:0006729
GBJ002_00707	GO:0016491
GBJ002_00707	GO:0102306
GBJ002_00712	GO:0015081
GBJ002_00712	GO:0015233
GBJ002_00712	GO:0015887
GBJ002_00712	GO:0016020
GBJ002_00712	GO:0036376
GBJ002_00715	GO:0004316
GBJ002_00715	GO:0006633
GBJ002_00715	GO:0051287
GBJ002_00719	GO:0005215
GBJ002_00719	GO:0005886
GBJ002_00719	GO:0006810
GBJ002_00724	GO:0003824
GBJ002_00724	GO:0006777
GBJ002_00726	GO:0006777
GBJ002_00726	GO:0061599
GBJ002_00726	GO:1990586
GBJ002_00728	GO:0005886
GBJ002_00728	GO:0015499
GBJ002_00729	GO:0005525
GBJ002_00729	GO:0006777
GBJ002_00729	GO:0046872
GBJ002_00729	GO:0051539
GBJ002_00729	GO:0061798
GBJ002_00729	GO:0061799
GBJ002_00729	GO:1904047
GBJ002_00730	GO:0009061
GBJ002_00730	GO:0009326
GBJ002_00730	GO:0015942
GBJ002_00730	GO:0016783
GBJ002_00733	GO:0008863
GBJ002_00733	GO:0009326
GBJ002_00733	GO:0015942
GBJ002_00759	GO:0003677
GBJ002_00759	GO:0003918
GBJ002_00759	GO:0005524
GBJ002_00759	GO:0005694
GBJ002_00759	GO:0006265
GBJ002_00760	GO:0003677
GBJ002_00760	GO:0003918
GBJ002_00760	GO:0005524
GBJ002_00760	GO:0005694
GBJ002_00760	GO:0006265
GBJ002_00764	GO:0043365
GBJ002_00764	GO:0051539
GBJ002_00766	GO:0005886
GBJ002_00766	GO:0006654
GBJ002_00766	GO:0008374
GBJ002_00766	GO:0008654
GBJ002_00766	GO:0043772
GBJ002_00769	GO:0005975
GBJ002_00769	GO:0008061
GBJ002_00769	GO:0012505
GBJ002_00769	GO:0016798
GBJ002_00769	GO:0043595
GBJ002_00769	GO:0070492
GBJ002_00770	GO:0030435
GBJ002_00770	GO:0030436
GBJ002_00770	GO:0042601
GBJ002_00776	GO:0003994
GBJ002_00776	GO:0006099
GBJ002_00777	GO:0030435
GBJ002_00777	GO:0030436
GBJ002_00777	GO:0042601
GBJ002_00778	GO:0005975
GBJ002_00778	GO:0016810
GBJ002_00778	GO:0030436
GBJ002_00778	GO:0046872
GBJ002_00780	GO:0030435
GBJ002_00780	GO:0030436
GBJ002_00803	GO:0005298
GBJ002_00803	GO:0006814
GBJ002_00803	GO:0015824
GBJ002_00803	GO:0016020
GBJ002_00803	GO:0031402
GBJ002_00809	GO:0019556
GBJ002_00809	GO:0050415
GBJ002_00810	GO:0005506
GBJ002_00810	GO:0005737
GBJ002_00810	GO:0008270
GBJ002_00810	GO:0016812
GBJ002_00810	GO:0019556
GBJ002_00810	GO:0019557
GBJ002_00810	GO:0050480
GBJ002_00811	GO:0005737
GBJ002_00811	GO:0006548
GBJ002_00811	GO:0016153
GBJ002_00811	GO:0019556
GBJ002_00811	GO:0019557
GBJ002_00812	GO:0004397
GBJ002_00812	GO:0005737
GBJ002_00812	GO:0006548
GBJ002_00812	GO:0019556
GBJ002_00812	GO:0019557
GBJ002_00813	GO:0003729
GBJ002_00813	GO:0006547
GBJ002_00813	GO:0010628
GBJ002_00829	GO:0005886
GBJ002_00829	GO:0012501
GBJ002_00829	GO:0019835
GBJ002_00829	GO:0031640
GBJ002_00840	GO:0005886
GBJ002_00842	GO:0004802
GBJ002_00843	GO:0005886
GBJ002_00843	GO:0015416
GBJ002_00843	GO:0015716
GBJ002_00843	GO:0055052
GBJ002_00844	GO:0005886
GBJ002_00844	GO:0015416
GBJ002_00844	GO:0015716
GBJ002_00844	GO:0055052
GBJ002_00845	GO:0005524
GBJ002_00845	GO:0005886
GBJ002_00845	GO:0015416
GBJ002_00845	GO:0015716
GBJ002_00845	GO:0016020
GBJ002_00845	GO:0016887
GBJ002_00848	GO:0005737
GBJ002_00850	GO:0004252
GBJ002_00850	GO:0009432
GBJ002_00850	GO:0045892
GBJ002_00864	GO:0004356
GBJ002_00864	GO:0005524
GBJ002_00864	GO:0005737
GBJ002_00864	GO:0006542
GBJ002_00864	GO:0046872
GBJ002_00865	GO:0003677
GBJ002_00865	GO:0003700
GBJ002_00867	GO:0005525
GBJ002_00870	GO:0016887
GBJ002_00870	GO:0030436
GBJ002_00873	GO:0003723
GBJ002_00873	GO:0005829
GBJ002_00873	GO:0006355
GBJ002_00873	GO:0043487
GBJ002_00873	GO:0045974
GBJ002_00874	GO:0005524
GBJ002_00874	GO:0005737
GBJ002_00874	GO:0006400
GBJ002_00874	GO:0052381
GBJ002_00878	GO:0008662
GBJ002_00891	GO:0005507
GBJ002_00891	GO:0046872
GBJ002_00892	GO:0005507
GBJ002_00902	GO:0004518
GBJ002_00902	GO:0006281
GBJ002_00906	GO:0005829
GBJ002_00906	GO:0006508
GBJ002_00906	GO:0008237
GBJ002_00906	GO:0008270
GBJ002_00906	GO:0043171
GBJ002_00906	GO:0045148
GBJ002_00912	GO:0005886
GBJ002_00912	GO:0005975
GBJ002_00912	GO:0008360
GBJ002_00912	GO:0009252
GBJ002_00912	GO:0016757
GBJ002_00912	GO:0030259
GBJ002_00912	GO:0050511
GBJ002_00912	GO:0051301
GBJ002_00912	GO:0051991
GBJ002_00912	GO:0071555
GBJ002_00923	GO:0004436
GBJ002_00923	GO:0005576
GBJ002_00923	GO:0008081
GBJ002_00923	GO:0016042
GBJ002_00930	GO:0005524
GBJ002_00930	GO:0006298
GBJ002_00930	GO:0016887
GBJ002_00930	GO:0030983
GBJ002_00930	GO:0032300
GBJ002_00930	GO:0140664
GBJ002_00931	GO:0003684
GBJ002_00931	GO:0005524
GBJ002_00931	GO:0005829
GBJ002_00931	GO:0006298
GBJ002_00931	GO:0030983
GBJ002_00931	GO:0140664
GBJ002_00934	GO:0005829
GBJ002_00934	GO:0006400
GBJ002_00934	GO:0016782
GBJ002_00934	GO:0035597
GBJ002_00934	GO:0046872
GBJ002_00934	GO:0051539
GBJ002_00934	GO:1904047
GBJ002_00940	GO:0003723
GBJ002_00940	GO:0004521
GBJ002_00940	GO:0005886
GBJ002_00940	GO:0006402
GBJ002_00940	GO:0016020
GBJ002_00941	GO:0003677
GBJ002_00941	GO:0003684
GBJ002_00941	GO:0003697
GBJ002_00941	GO:0005524
GBJ002_00941	GO:0005829
GBJ002_00941	GO:0006281
GBJ002_00941	GO:0006310
GBJ002_00941	GO:0008094
GBJ002_00941	GO:0009432
GBJ002_00941	GO:0016887
GBJ002_00941	GO:0140664
GBJ002_00943	GO:0008444
GBJ002_00943	GO:0008654
GBJ002_00943	GO:0016020
GBJ002_00955	GO:0003677
GBJ002_00955	GO:0005524
GBJ002_00955	GO:0005886
GBJ002_00955	GO:0007059
GBJ002_00955	GO:0016887
GBJ002_00955	GO:0051301
GBJ002_00959	GO:0008840
GBJ002_00959	GO:0009089
GBJ002_00960	GO:0004072
GBJ002_00960	GO:0009089
GBJ002_00961	GO:0004073
GBJ002_00961	GO:0009086
GBJ002_00961	GO:0009088
GBJ002_00961	GO:0009089
GBJ002_00961	GO:0009097
GBJ002_00961	GO:0050661
GBJ002_00977	GO:0005198
GBJ002_00977	GO:0019068
GBJ002_00977	GO:0044423
GBJ002_00979	GO:0005198
GBJ002_00979	GO:0019068
GBJ002_00979	GO:0044423
GBJ002_00981	GO:0005198
GBJ002_00981	GO:0019068
GBJ002_00981	GO:0044423
GBJ002_00997	GO:0003677
GBJ002_00997	GO:0003678
GBJ002_00997	GO:0005524
GBJ002_00997	GO:0006260
GBJ002_01011	GO:0003824
GBJ002_01011	GO:0030436
GBJ002_01012	GO:0003824
GBJ002_01012	GO:0030436
GBJ002_01016	GO:0000175
GBJ002_01016	GO:0000287
GBJ002_01016	GO:0003723
GBJ002_01016	GO:0004654
GBJ002_01016	GO:0005829
GBJ002_01016	GO:0006396
GBJ002_01016	GO:0006402
GBJ002_01017	GO:0003735
GBJ002_01017	GO:0005840
GBJ002_01017	GO:0006412
GBJ002_01017	GO:0019843
GBJ002_01017	GO:0022627
GBJ002_01019	GO:0001522
GBJ002_01019	GO:0003723
GBJ002_01019	GO:0009451
GBJ002_01019	GO:0009982
GBJ002_01019	GO:0031119
GBJ002_01019	GO:0160148
GBJ002_01019	GO:1990481
GBJ002_01020	GO:0005829
GBJ002_01020	GO:0006364
GBJ002_01020	GO:0030490
GBJ002_01020	GO:0043024
GBJ002_01022	GO:0003743
GBJ002_01022	GO:0003924
GBJ002_01022	GO:0005525
GBJ002_01022	GO:0005737
GBJ002_01022	GO:0005829
GBJ002_01022	GO:0006413
GBJ002_01023	GO:0003723
GBJ002_01023	GO:0003735
GBJ002_01026	GO:0000028
GBJ002_01026	GO:0005829
GBJ002_01026	GO:0006412
GBJ002_01026	GO:0042274
GBJ002_01027	GO:0003677
GBJ002_01027	GO:0003887
GBJ002_01027	GO:0005737
GBJ002_01027	GO:0006260
GBJ002_01027	GO:0006261
GBJ002_01027	GO:0008408
GBJ002_01028	GO:0000166
GBJ002_01028	GO:0002161
GBJ002_01028	GO:0004812
GBJ002_01028	GO:0004827
GBJ002_01028	GO:0005524
GBJ002_01028	GO:0005829
GBJ002_01028	GO:0006418
GBJ002_01028	GO:0006433
GBJ002_01028	GO:0016740
GBJ002_01029	GO:0004222
GBJ002_01029	GO:0006508
GBJ002_01029	GO:0016020
GBJ002_01030	GO:0005737
GBJ002_01030	GO:0008299
GBJ002_01030	GO:0019288
GBJ002_01030	GO:0030145
GBJ002_01030	GO:0030604
GBJ002_01030	GO:0046872
GBJ002_01030	GO:0051484
GBJ002_01030	GO:0070402
GBJ002_01032	GO:0000287
GBJ002_01032	GO:0005829
GBJ002_01032	GO:0008834
GBJ002_01032	GO:0016094
GBJ002_01032	GO:0016765
GBJ002_01032	GO:0030145
GBJ002_01032	GO:0045547
GBJ002_01033	GO:0005737
GBJ002_01033	GO:0006412
GBJ002_01033	GO:0006415
GBJ002_01033	GO:0008135
GBJ002_01033	GO:0043023
GBJ002_01034	GO:0005737
GBJ002_01034	GO:0006221
GBJ002_01034	GO:0015949
GBJ002_01034	GO:0033862
GBJ002_01035	GO:0003746
GBJ002_01035	GO:0005737
GBJ002_01035	GO:0006414
GBJ002_01036	GO:0003735
GBJ002_01036	GO:0006412
GBJ002_01036	GO:0015935
GBJ002_01036	GO:0022627
GBJ002_01037	GO:0003677
GBJ002_01037	GO:0003700
GBJ002_01037	GO:0005525
GBJ002_01037	GO:0005737
GBJ002_01037	GO:0045892
GBJ002_01038	GO:0005524
GBJ002_01038	GO:0008233
GBJ002_01038	GO:0009376
GBJ002_01038	GO:0016887
GBJ002_01038	GO:0036402
GBJ002_01038	GO:0043335
GBJ002_01038	GO:0051603
GBJ002_01039	GO:0004298
GBJ002_01039	GO:0005839
GBJ002_01039	GO:0009376
GBJ002_01039	GO:0046872
GBJ002_01039	GO:0051603
GBJ002_01040	GO:0003677
GBJ002_01040	GO:0006310
GBJ002_01040	GO:0007059
GBJ002_01040	GO:0015074
GBJ002_01040	GO:0051301
GBJ002_01041	GO:0002098
GBJ002_01041	GO:0005737
GBJ002_01041	GO:0005829
GBJ002_01041	GO:0008033
GBJ002_01041	GO:0030488
GBJ002_01041	GO:0047151
GBJ002_01041	GO:0050660
GBJ002_01042	GO:0003677
GBJ002_01042	GO:0003917
GBJ002_01042	GO:0005737
GBJ002_01042	GO:0006260
GBJ002_01042	GO:0006265
GBJ002_01043	GO:0009294
GBJ002_01044	GO:0003824
GBJ002_01045	GO:0000287
GBJ002_01045	GO:0003824
GBJ002_01045	GO:0004775
GBJ002_01045	GO:0004776
GBJ002_01045	GO:0005524
GBJ002_01045	GO:0005829
GBJ002_01045	GO:0006099
GBJ002_01045	GO:0006104
GBJ002_01045	GO:0042709
GBJ002_01045	GO:0046872
GBJ002_01046	GO:0003723
GBJ002_01046	GO:0004523
GBJ002_01046	GO:0005737
GBJ002_01046	GO:0006298
GBJ002_01046	GO:0030145
GBJ002_01046	GO:0032299
GBJ002_01046	GO:0043137
GBJ002_01047	GO:0003723
GBJ002_01047	GO:0003924
GBJ002_01047	GO:0005525
GBJ002_01047	GO:0005737
GBJ002_01047	GO:0006412
GBJ002_01047	GO:0042254
GBJ002_01048	GO:0004252
GBJ002_01048	GO:0006465
GBJ002_01048	GO:0009306
GBJ002_01048	GO:0016020
GBJ002_01049	GO:0000311
GBJ002_01049	GO:0003735
GBJ002_01049	GO:0006412
GBJ002_01049	GO:0022625
GBJ002_01050	GO:0002939
GBJ002_01050	GO:0005829
GBJ002_01050	GO:0030488
GBJ002_01050	GO:0052906
GBJ002_01051	GO:0005737
GBJ002_01051	GO:0005840
GBJ002_01051	GO:0006364
GBJ002_01051	GO:0042274
GBJ002_01051	GO:0043022
GBJ002_01053	GO:0000314
GBJ002_01053	GO:0003735
GBJ002_01053	GO:0005737
GBJ002_01053	GO:0006412
GBJ002_01053	GO:0015935
GBJ002_01053	GO:0022627
GBJ002_01054	GO:0003924
GBJ002_01054	GO:0005048
GBJ002_01054	GO:0005525
GBJ002_01054	GO:0009306
GBJ002_01054	GO:0048501
GBJ002_01056	GO:0003924
GBJ002_01056	GO:0005047
GBJ002_01056	GO:0006614
GBJ002_01056	GO:0009306
GBJ002_01057	GO:0005524
GBJ002_01057	GO:0007059
GBJ002_01057	GO:0030261
GBJ002_01058	GO:0003723
GBJ002_01058	GO:0003725
GBJ002_01058	GO:0004525
GBJ002_01058	GO:0005737
GBJ002_01058	GO:0006364
GBJ002_01058	GO:0006396
GBJ002_01058	GO:0006397
GBJ002_01058	GO:0008033
GBJ002_01058	GO:0010468
GBJ002_01058	GO:0019843
GBJ002_01058	GO:0046872
GBJ002_01059	GO:0000035
GBJ002_01059	GO:0000036
GBJ002_01059	GO:0005829
GBJ002_01059	GO:0006633
GBJ002_01059	GO:0009245
GBJ002_01059	GO:0016020
GBJ002_01060	GO:0004316
GBJ002_01060	GO:0006633
GBJ002_01060	GO:0051287
GBJ002_01061	GO:0004314
GBJ002_01061	GO:0006633
GBJ002_01062	GO:0005737
GBJ002_01062	GO:0006633
GBJ002_01062	GO:0008610
GBJ002_01062	GO:0008654
GBJ002_01062	GO:0043811
GBJ002_01063	GO:0003677
GBJ002_01063	GO:0003700
GBJ002_01063	GO:0006633
GBJ002_01063	GO:0045717
GBJ002_01063	GO:0045892
GBJ002_01064	GO:0003676
GBJ002_01064	GO:0003678
GBJ002_01064	GO:0005524
GBJ002_01064	GO:0006281
GBJ002_01064	GO:0006310
GBJ002_01067	GO:0003735
GBJ002_01067	GO:0005840
GBJ002_01067	GO:0006412
GBJ002_01067	GO:1990904
GBJ002_01069	GO:0004788
GBJ002_01069	GO:0006772
GBJ002_01070	GO:0004750
GBJ002_01070	GO:0006098
GBJ002_01071	GO:0003924
GBJ002_01071	GO:0005525
GBJ002_01071	GO:0005737
GBJ002_01071	GO:0006412
GBJ002_01071	GO:0019843
GBJ002_01071	GO:0042274
GBJ002_01071	GO:0043022
GBJ002_01071	GO:0046872
GBJ002_01072	GO:0004672
GBJ002_01072	GO:0004674
GBJ002_01072	GO:0004676
GBJ002_01072	GO:0004677
GBJ002_01072	GO:0004679
GBJ002_01072	GO:0004711
GBJ002_01072	GO:0005524
GBJ002_01072	GO:0005886
GBJ002_01072	GO:0006468
GBJ002_01072	GO:0007165
GBJ002_01072	GO:0009847
GBJ002_01072	GO:0035175
GBJ002_01072	GO:0035402
GBJ002_01072	GO:0035403
GBJ002_01072	GO:0035979
GBJ002_01072	GO:0042834
GBJ002_01072	GO:0044022
GBJ002_01072	GO:0044023
GBJ002_01072	GO:0044024
GBJ002_01072	GO:0044025
GBJ002_01072	GO:0071224
GBJ002_01072	GO:0072354
GBJ002_01072	GO:0072371
GBJ002_01072	GO:0072518
GBJ002_01072	GO:0106310
GBJ002_01072	GO:0140823
GBJ002_01072	GO:0140855
GBJ002_01072	GO:0140857
GBJ002_01072	GO:1990244
GBJ002_01073	GO:0004722
GBJ002_01073	GO:0006470
GBJ002_01074	GO:0000049
GBJ002_01074	GO:0002935
GBJ002_01074	GO:0005737
GBJ002_01074	GO:0008757
GBJ002_01074	GO:0016433
GBJ002_01074	GO:0019843
GBJ002_01074	GO:0030488
GBJ002_01074	GO:0046872
GBJ002_01074	GO:0051539
GBJ002_01074	GO:0070040
GBJ002_01074	GO:0070475
GBJ002_01075	GO:0001510
GBJ002_01075	GO:0003723
GBJ002_01075	GO:0006355
GBJ002_01075	GO:0008168
GBJ002_01076	GO:0004479
GBJ002_01076	GO:0005737
GBJ002_01076	GO:0005829
GBJ002_01076	GO:0071951
GBJ002_01077	GO:0006412
GBJ002_01077	GO:0036211
GBJ002_01077	GO:0042586
GBJ002_01077	GO:0043686
GBJ002_01077	GO:0046872
GBJ002_01078	GO:0003678
GBJ002_01078	GO:0006260
GBJ002_01078	GO:0032508
GBJ002_01079	GO:0004632
GBJ002_01079	GO:0004633
GBJ002_01079	GO:0010181
GBJ002_01079	GO:0015937
GBJ002_01079	GO:0015941
GBJ002_01080	GO:0000428
GBJ002_01080	GO:0001054
GBJ002_01080	GO:0001055
GBJ002_01080	GO:0001056
GBJ002_01080	GO:0001057
GBJ002_01080	GO:0001058
GBJ002_01080	GO:0001066
GBJ002_01080	GO:0003677
GBJ002_01080	GO:0003899
GBJ002_01080	GO:0006351
GBJ002_01081	GO:0004385
GBJ002_01081	GO:0005524
GBJ002_01081	GO:0005829
GBJ002_01081	GO:0006163
GBJ002_01082	GO:0003677
GBJ002_01084	GO:0005388
GBJ002_01084	GO:0005524
GBJ002_01084	GO:0006816
GBJ002_01084	GO:0016020
GBJ002_01084	GO:0016887
GBJ002_01092	GO:0000287
GBJ002_01092	GO:0004588
GBJ002_01092	GO:0019856
GBJ002_01092	GO:0044205
GBJ002_01093	GO:0004590
GBJ002_01093	GO:0005829
GBJ002_01093	GO:0006207
GBJ002_01093	GO:0044205
GBJ002_01094	GO:0004152
GBJ002_01094	GO:0004589
GBJ002_01094	GO:0005737
GBJ002_01094	GO:0006207
GBJ002_01094	GO:0006221
GBJ002_01094	GO:0044205
GBJ002_01095	GO:0009055
GBJ002_01095	GO:0016491
GBJ002_01095	GO:0044205
GBJ002_01095	GO:0046872
GBJ002_01095	GO:0050660
GBJ002_01095	GO:0051537
GBJ002_01096	GO:0004087
GBJ002_01096	GO:0004088
GBJ002_01096	GO:0005524
GBJ002_01096	GO:0005737
GBJ002_01096	GO:0006526
GBJ002_01096	GO:0006541
GBJ002_01096	GO:0008152
GBJ002_01096	GO:0044205
GBJ002_01096	GO:0046872
GBJ002_01097	GO:0004088
GBJ002_01097	GO:0004359
GBJ002_01097	GO:0005524
GBJ002_01097	GO:0005737
GBJ002_01097	GO:0005951
GBJ002_01097	GO:0006207
GBJ002_01097	GO:0006526
GBJ002_01097	GO:0006541
GBJ002_01097	GO:0044205
GBJ002_01098	GO:0004038
GBJ002_01098	GO:0004151
GBJ002_01098	GO:0005737
GBJ002_01098	GO:0006145
GBJ002_01098	GO:0006221
GBJ002_01098	GO:0008270
GBJ002_01098	GO:0044205
GBJ002_01098	GO:0046872
GBJ002_01099	GO:0004070
GBJ002_01099	GO:0005829
GBJ002_01099	GO:0006207
GBJ002_01099	GO:0006520
GBJ002_01099	GO:0016597
GBJ002_01099	GO:0044205
GBJ002_01101	GO:0003723
GBJ002_01101	GO:0004845
GBJ002_01101	GO:0006353
GBJ002_01101	GO:0009116
GBJ002_01103	GO:0004190
GBJ002_01103	GO:0005886
GBJ002_01103	GO:0006508
GBJ002_01103	GO:0009306
GBJ002_01105	GO:0000049
